Abbreviation,City,Customer Name,Customer Segment,Order Date,Order Date (copy),Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,State1,Zip Code,Column,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Row,Sales,Shipping Cost,Unit Price
GA,Columbus,Peter Fuller,Corporate,01-Oct-14,01-Oct-14,44965,Low,Office Supplies,Wrap Bag,Newell 308,Pens & Art Supplies,South,6345,05-Oct-14,Regular Air,Georgia,Georgia,31907,8,0.05,1,45,0.6,-4.83,7,75.39,0.7,1.68
GA,Augusta,Peter Fuller,Corporate,01-Oct-14,01-Oct-14,44965,Low,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,South,6344,05-Oct-14,Regular Air,Georgia,Georgia,30904,8,0,1,19,0.37,2.16,7,28.82,0.7,1.48
TN,Cleveland,Robert Dilbeck,Corporate,02-Oct-14,02-Oct-14,47010,Critical,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,South,6606,02-Oct-14,Delivery Truck,Tennessee,Tennessee,37311,7,0.06,1,11,0.78,-236.63,5,1479.14,30,130.98
GA,Atlanta,Peter Fuller,Consumer,02-Oct-14,02-Oct-14,22211,Not Specified,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,South,3100,03-Oct-14,Delivery Truck,Georgia,Georgia,30318,8,0,1,47,0.74,634.76,7,14493.84,85.63,376.13
IL,Romeoville,Dorothy Badders,Home Office,02-Oct-14,02-Oct-14,51971,Not Specified,Furniture,Large Box,"Lesro Round Back Collection Coffee Table, End Table",Tables,Central,7287,04-Oct-14,Regular Air,Illinois,Illinois,60441,6,0.06,1,22,0.72,-803.52,3,3881.89,69,182.55
VA,Virginia Beach,Nora Price,Home Office,02-Oct-14,02-Oct-14,46916,High,Furniture,Small Box,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Office Furnishings,South,6594,04-Oct-14,Regular Air,Virginia,Virginia,23464,8,0.03,1,40,0.55,273.61,5,2108.21,19.99,51.75
TX,Weatherford,Eileen Kiefer,Consumer,02-Oct-14,02-Oct-14,42657,Low,Office Supplies,Small Box,Xerox 1936,Paper,Central,6020,04-Oct-14,Regular Air,Texas,Texas,76086,4,0.03,1,48,0.38,254.58,7,945.54,5.97,19.98
MD,Laurel,Sanjit Jacobs,Consumer,02-Oct-14,02-Oct-14,29351,Medium,Office Supplies,Small Box,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,East,4134,04-Oct-14,Regular Air,Maryland,Maryland,20707,8.5,0.05,1,17,0.4,1784.0395,4,5122.61,19.99,304.99
GA,Atlanta,Peter Fuller,Consumer,02-Oct-14,02-Oct-14,22211,Not Specified,Office Supplies,Small Box,Xerox 1988,Paper,South,3099,04-Oct-14,Regular Air,Georgia,Georgia,30318,8,0.08,1,30,0.4,-89.98,7,943.44,19.99,30.98
IL,Rockford,Dorothy Badders,Home Office,02-Oct-14,02-Oct-14,51971,Not Specified,Office Supplies,Large Box,Fellowes Neat Ideas® Storage Cubes,Storage & Organization,Central,7286,04-Oct-14,Regular Air,Illinois,Illinois,61107,6,0.02,1,39,0.81,-1129.96,3,1326.04,35,32.48
NY,Rye,Nora Price,Home Office,02-Oct-14,02-Oct-14,46916,High,Office Supplies,Wrap Bag,Newell 339,Pens & Art Supplies,East,6592,04-Oct-14,Regular Air,New York,New York,10580,9.5,0,1,40,0.59,5.54,2,115.51,0.97,2.78
VA,Virginia Beach,Nora Price,Home Office,02-Oct-14,02-Oct-14,46916,High,Office Supplies,Small Box,Avery 479,Labels,South,6593,04-Oct-14,Regular Air,Virginia,Virginia,23464,8,0.03,1,40,0.39,37.85,5,103.79,0.5,2.61
CA,Los Banos,Brad Thomas,Home Office,02-Oct-14,02-Oct-14,28737,Critical,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",West,4019,04-Oct-14,Regular Air,California,California,93635,2,0.04,1,50,0.55,-224.41,5,413.37,7.77,8.45
CA,Los Banos,Brad Thomas,Home Office,02-Oct-14,02-Oct-14,28737,Critical,Technology,Small Box,282,Telephones and Communication,West,4020,04-Oct-14,Regular Air,California,California,93635,2,0.04,1,17,0.56,242.442,5,1721.641,4.23,115.99
TN,Kingsport,Amy Hunt,Small Business,03-Oct-14,03-Oct-14,10979,Medium,Furniture,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Office Furnishings,South,1518,05-Oct-14,Regular Air,Tennessee,Tennessee,37664,7,0,1,15,0.44,285.35,5,486.43,3.92,30.93
TN,Kingsport,Amy Hunt,Small Business,03-Oct-14,03-Oct-14,10979,Medium,Office Supplies,Small Box,Xerox 191,Paper,South,1519,05-Oct-14,Express Air,Tennessee,Tennessee,37664,7,0.08,1,7,0.38,10.82,5,144.95,5.86,19.98
MS,Long Beach,Michael Oakman,Small Business,03-Oct-14,03-Oct-14,12871,Not Specified,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",South,1798,05-Oct-14,Regular Air,Mississippi,Mississippi,39560,6.5,0.08,1,46,0.59,-54.12,6,459.26,4.68,10.23
NY,Schenectady,Stewart Visinsky,Corporate,03-Oct-14,03-Oct-14,55077,Critical,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,East,7686,05-Oct-14,Regular Air,New York,New York,12306,9.5,0.05,1,2,0.49,-44.39,2,31.7,1.99,14.48
NY,Schenectady,Stewart Visinsky,Corporate,03-Oct-14,03-Oct-14,55077,Critical,Technology,Small Pack,Accessory28,Telephones and Communication,East,7687,05-Oct-14,Regular Air,New York,New York,12306,9.5,0.08,1,3,0.83,-283.228,2,143.9815,2.5,55.99
OK,Norman,Pauline Chand,Corporate,04-Oct-14,04-Oct-14,32036,Medium,Office Supplies,Small Box,Pizazz® Global Quick File™,Storage & Organization,Central,4500,05-Oct-14,Regular Air,Oklahoma,Oklahoma,73071,4.5,0.07,1,25,0.57,-68.49,6,362.52,7.51,14.97
OK,Norman,Pauline Chand,Corporate,04-Oct-14,04-Oct-14,32036,Medium,Office Supplies,Small Box,Xerox 1940,Paper,Central,4499,06-Oct-14,Regular Air,Oklahoma,Oklahoma,73071,4.5,0.07,1,6,0.36,45.76,6,338.89,10.75,54.96
NJ,Sayreville,Paul Knutson,Corporate,04-Oct-14,04-Oct-14,1988,Not Specified,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,East,285,06-Oct-14,Regular Air,New Jersey,New Jersey,08871,10,0.04,1,9,0.59,-16.99,3,122.14,4.51,13.48
NY,Glen Cove,Jennifer Ferguson,Corporate,04-Oct-14,04-Oct-14,13156,Low,Furniture,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,East,1835,09-Oct-14,Regular Air,New York,New York,11542,9.5,0.04,1,12,0.65,159.73,2,502.01,9.2,39.98
TN,Farragut,Brosina Hoffman,Consumer,05-Oct-14,05-Oct-14,19911,High,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,South,2757,05-Oct-14,Regular Air,Tennessee,Tennessee,37922,7,0.07,1,39,0.38,2472.32,5,4859.37,13.99,150.98
TN,Farragut,Brosina Hoffman,Consumer,05-Oct-14,05-Oct-14,19911,High,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,South,2755,06-Oct-14,Regular Air,Tennessee,Tennessee,37922,7,0.07,1,43,0.5,213.26,5,1054.7,5.37,25.98
CA,Redondo Beach,David Bremer,Corporate,05-Oct-14,05-Oct-14,42919,Medium,Technology,Small Box,T65,Telephones and Communication,West,6058,06-Oct-14,Express Air,California,California,90278,2,0.04,1,7,0.56,-475.662,5,1143.4285,4.2,195.99
TN,Farragut,Brosina Hoffman,Consumer,05-Oct-14,05-Oct-14,19911,High,Furniture,Jumbo Drum,Global Deluxe High-Back Office Chair in Storm,Chairs & Chairmats,South,2756,07-Oct-14,Delivery Truck,Tennessee,Tennessee,37922,7,0.01,1,38,0.76,61.9,5,5349.21,28.63,135.99
TX,Rowlett,Allen Golden,Consumer,05-Oct-14,05-Oct-14,4128,Not Specified,Office Supplies,Small Box,Xerox 1948,Paper,Central,605,07-Oct-14,Regular Air,Texas,Texas,75088,4,0.04,1,38,0.4,25.03,7,391.42,5.12,9.99
PA,Greensburg,Michael Dominguez,Home Office,06-Oct-14,06-Oct-14,35077,High,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,East,4930,07-Oct-14,Regular Air,Pennsylvania,Pennsylvania,15601,9,0.06,1,29,0.58,-2.07,3,81.1,0.96,2.94
TX,Lancaster,Duane Huffman,Small Business,06-Oct-14,06-Oct-14,835,Not Specified,Office Supplies,Small Box,Xerox 23,Paper,Central,132,07-Oct-14,Regular Air,Texas,Texas,75146,4,0.02,1,18,0.37,-23.48,7,125.16,5.14,6.48
TX,Farmers Branch,Edward Becker,Corporate,06-Oct-14,06-Oct-14,59108,Low,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,Central,8269,11-Oct-14,Regular Air,Texas,Texas,75234,4,0.09,1,21,0.56,-59.97,7,68.53,3.97,3.28
TX,Rosenberg,Alan Hwang,Corporate,06-Oct-14,06-Oct-14,22181,Low,Office Supplies,Wrap Bag,Staples Bulk Pack Metal Binder Clips,Rubber Bands,Central,3091,15-Oct-14,Regular Air,Texas,Texas,77471,4,0.03,1,41,0.35,84.1,7,258.13,1.82,6.08
TX,Farmers Branch,Edward Becker,Corporate,06-Oct-14,06-Oct-14,59108,Low,Technology,Small Box,M70,Telephones and Communication,Central,8270,15-Oct-14,Regular Air,Texas,Texas,75234,4,0.02,1,39,0.59,972.189,7,4215.83,8.99,125.99
OR,Klamath Falls,Jenna Caffey,Consumer,07-Oct-14,07-Oct-14,53443,Critical,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,West,7484,08-Oct-14,Regular Air,Oregon,Oregon,97601,1.5,0.04,1,35,0.56,387.56,4,1477.63,4.62,42.98
OR,Klamath Falls,Jenna Caffey,Consumer,07-Oct-14,07-Oct-14,53443,Critical,Office Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,West,7486,08-Oct-14,Regular Air,Oregon,Oregon,97601,1.5,0.04,1,22,0.4,52.08,4,148.8,1.22,6.47
OR,Klamath Falls,Jenna Caffey,Consumer,07-Oct-14,07-Oct-14,53443,Critical,Office Supplies,Small Box,Avery 51,Labels,West,7485,09-Oct-14,Regular Air,Oregon,Oregon,97601,1.5,0.01,1,3,0.39,-2.01,4,19.46,0.5,6.3
KS,Leawood,Alex Avila,Corporate,07-Oct-14,07-Oct-14,27174,Critical,Technology,Small Box,Accessory27,Telephones and Communication,Central,3815,09-Oct-14,Regular Air,Kansas,Kansas,66209,5,0.09,1,17,0.85,-245.564,5,477.5045,5,35.99
MI,Saint Clair Shores,Khloe Miller,Consumer,08-Oct-14,08-Oct-14,39332,Critical,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,Central,5554,09-Oct-14,Express Air,Michigan,Michigan,48080,7.5,0.01,1,4,0.57,-34.43,2,198.72,14.45,40.97
IL,Romeoville,Doug Bickford,Small Business,08-Oct-14,08-Oct-14,14116,High,Office Supplies,Small Box,GBC Recycled Grain Textured Covers,Binders and Binder Accessories,Central,1979,09-Oct-14,Regular Air,Illinois,Illinois,60441,6,0.09,1,42,0.37,161.483,3,1414.05,14.72,34.54
TN,Memphis,Beth Fritzler,Small Business,08-Oct-14,08-Oct-14,16422,Critical,Office Supplies,Small Box,Xerox 23,Paper,South,2279,09-Oct-14,Regular Air,Tennessee,Tennessee,38109,7,0.01,1,40,0.37,-42.45,5,272.01,5.14,6.48
MI,Clinton,Justin Hirsh,Consumer,08-Oct-14,08-Oct-14,35649,Medium,Office Supplies,Small Box,Tuff Stuff™ Recycled Round Ring Binders,Binders and Binder Accessories,Central,5001,10-Oct-14,Regular Air,Michigan,Michigan,49236,7.5,0.1,1,9,0.36,3.9015,2,43.26,1.49,4.82
MI,Clinton,Justin Hirsh,Consumer,08-Oct-14,08-Oct-14,35649,Medium,Office Supplies,Small Box,Xerox 1994,Paper,Central,5002,10-Oct-14,Regular Air,Michigan,Michigan,49236,7.5,0.02,1,25,0.37,-42.37,2,174.03,5.74,6.48
AZ,Goodyear,Benjamin Farhat,Home Office,08-Oct-14,08-Oct-14,22689,Low,Office Supplies,Small Box,Fellowes Command Center 5-outlet power strip,Appliances,West,3162,10-Oct-14,Regular Air,Arizona,Arizona,85338,3,0.1,1,39,0.58,696.17,5,2405,0.99,67.84
IL,Rockford,Doug Bickford,Small Business,08-Oct-14,08-Oct-14,14116,High,Office Supplies,Small Box,GBC Linen Binding Covers,Binders and Binder Accessories,Central,1978,10-Oct-14,Regular Air,Illinois,Illinois,61107,6,0.09,1,1,0.37,-16.0655,3,40.1,11.63,30.98
TN,Memphis,Beth Fritzler,Small Business,08-Oct-14,08-Oct-14,16422,Critical,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",South,2280,10-Oct-14,Regular Air,Tennessee,Tennessee,38109,7,0.02,1,16,0.59,-20.41,5,171.5,4.68,10.23
MI,Muskegon,Shahid Hopkins,Small Business,08-Oct-14,08-Oct-14,40134,Low,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,Central,5679,12-Oct-14,Regular Air,Michigan,Michigan,49442,7.5,0.01,1,43,0.42,674.46,2,1461.1,1.99,31.78
MI,Muskegon,Shahid Hopkins,Small Business,08-Oct-14,08-Oct-14,40134,Low,Office Supplies,Small Box,Xerox 1949,Paper,Central,5680,13-Oct-14,Regular Air,Michigan,Michigan,49442,7.5,0,1,1,0.36,-6.72,2,9.75,4.72,4.98
MI,Muskegon,Shahid Hopkins,Small Business,08-Oct-14,08-Oct-14,40134,Low,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,Central,5678,15-Oct-14,Regular Air,Michigan,Michigan,49442,7.5,0.1,1,10,0.59,-21.66,2,109.37,4.5,10.89
TX,Mineral Wells,Brian Stugart,Consumer,08-Oct-14,08-Oct-14,41318,Low,Office Supplies,Small Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,Central,5824,17-Oct-14,Express Air,Texas,Texas,76067,4,0,1,21,0.56,161.72,7,1223.11,13.22,56.96
IL,Springfield,Alan Barnes,Corporate,09-Oct-14,09-Oct-14,2532,High,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,Central,362,10-Oct-14,Regular Air,Illinois,Illinois,62701,6,0.03,1,39,0.38,140.01,3,282.07,0.49,7.31
IL,Springfield,Alan Barnes,Corporate,09-Oct-14,09-Oct-14,2532,High,Technology,Wrap Bag,Accessory37,Telephones and Communication,Central,363,10-Oct-14,Regular Air,Illinois,Illinois,62701,6,0.01,1,24,0.81,-78.958,3,426.037,2.5,20.99
IL,Urbana,Bryan Davis,Corporate,09-Oct-14,09-Oct-14,9127,Not Specified,Office Supplies,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,Central,1259,11-Oct-14,Express Air,Illinois,Illinois,61801,6,0.04,1,7,0.8,-329.49,3,2039.56,35,279.48
NJ,East Orange,Shirley Jackson,Corporate,09-Oct-14,09-Oct-14,7075,Low,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,East,972,11-Oct-14,Regular Air,New Jersey,New Jersey,07017,10,0.02,1,15,0.58,-83.3,3,241.89,10.68,15.42
CO,Westminster,Christopher Martinez,Small Business,09-Oct-14,09-Oct-14,52675,Medium,Office Supplies,Wrap Bag,Newell 327,Pens & Art Supplies,West,7393,11-Oct-14,Regular Air,Colorado,Colorado,80030,3.5,0.01,1,22,0.58,-4.64,4,52.62,1.12,2.21
CO,Westminster,Christopher Martinez,Small Business,09-Oct-14,09-Oct-14,52675,Medium,Technology,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,West,7392,11-Oct-14,Regular Air,Colorado,Colorado,80030,3.5,0.1,1,4,0.72,-22.13,4,20.25,2.39,4.77
NJ,Rahway,Shirley Jackson,Corporate,09-Oct-14,09-Oct-14,7075,Low,Office Supplies,Wrap Bag,"Super Bands, 12/Pack",Rubber Bands,East,973,13-Oct-14,Regular Air,New Jersey,New Jersey,07065,10,0.01,1,43,0.82,-93.18,3,83.34,2.58,1.86
FL,Oakland Park,Steven Ward,Consumer,10-Oct-14,10-Oct-14,33571,Medium,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,South,4716,13-Oct-14,Regular Air,Florida,Florida,33334,8.5,0.03,1,1,0.51,-2.55,8,7.15,2.03,5.08
MI,Dearborn Heights,Kristina Nunn,Consumer,10-Oct-14,10-Oct-14,13986,High,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Central,1953,13-Oct-14,Regular Air,Michigan,Michigan,48127,7.5,0.01,1,46,0.54,675.65,2,1905.79,1.99,39.48
CA,West Hollywood,Bradley Drucker,Small Business,10-Oct-14,10-Oct-14,10339,Low,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,West,1427,14-Oct-14,Regular Air,California,California,90069,2,0.09,1,49,0.59,3066.17,5,9752.25,21.21,209.84
NC,Jacksonville,Lycoris Saunders,Home Office,11-Oct-14,11-Oct-14,5217,High,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,South,725,11-Oct-14,Express Air,North Carolina,North Carolina,28540,9,0.03,1,8,0.57,27.88,5,339.35,5.33,40.98
MN,Saint Louis Park,Brian Derr,Small Business,11-Oct-14,11-Oct-14,50499,Not Specified,Office Supplies,Jumbo Drum,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,Central,7075,12-Oct-14,Delivery Truck,Minnesota,Minnesota,55416,4.5,0.06,1,18,0.57,238.52,2,1758.41,15.66,100.98
NC,Indian Trail,Liz Pelletier,Home Office,11-Oct-14,11-Oct-14,28641,Not Specified,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,South,4011,12-Oct-14,Express Air,North Carolina,North Carolina,28079,9,0.05,1,33,0.74,-36.34,5,278.65,2.38,8.32
PA,State College,Max Jones,Home Office,11-Oct-14,11-Oct-14,44322,Not Specified,Office Supplies,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",Storage & Organization,East,6262,13-Oct-14,Regular Air,Pennsylvania,Pennsylvania,16801,9,0.1,1,15,,43.55,3,600.8,6.22,42.76
NC,Jacksonville,Lycoris Saunders,Home Office,11-Oct-14,11-Oct-14,5217,High,Office Supplies,Small Box,Avery 481,Labels,South,726,13-Oct-14,Regular Air,North Carolina,North Carolina,28540,9,0.09,1,11,0.37,4.08,5,33.67,0.99,3.08
ID,Coeur D Alene,Shaun Chance,Corporate,12-Oct-14,12-Oct-14,27872,Not Specified,Office Supplies,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,West,3908,14-Oct-14,Regular Air,Idaho,Idaho,83814,2,0.01,1,25,0.38,36.431,3,388.71,7.27,14.27
TN,La Vergne,Amy Hunt,Small Business,12-Oct-14,12-Oct-14,42788,Critical,Office Supplies,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,South,6039,14-Oct-14,Regular Air,Tennessee,Tennessee,37086,7,0.1,1,26,0.36,67.71,5,241.92,2.27,10.14
CA,Roseville,Ellis Ballard,Corporate,13-Oct-14,13-Oct-14,5989,Medium,Office Supplies,Wrap Bag,Prang Drawing Pencil Set,Pens & Art Supplies,West,837,14-Oct-14,Regular Air,California,California,95661,2,0.06,1,21,0.45,-3.2,5,56.77,1.34,2.78
CA,Roseville,Ellis Ballard,Corporate,13-Oct-14,13-Oct-14,5989,Medium,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,West,836,15-Oct-14,Regular Air,California,California,95661,2,0.1,1,6,0.5,-6.64,5,155.48,5.37,25.98
MS,Meridian,Justin Ellison,Home Office,14-Oct-14,14-Oct-14,12611,Medium,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,South,1757,16-Oct-14,Express Air,Mississippi,Mississippi,39301,6.5,0.03,1,13,0.35,72.8195,6,189.99,1.49,12.97
IL,Mundelein,Sylvia Foulston,Corporate,14-Oct-14,14-Oct-14,12419,Critical,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,Central,1727,16-Oct-14,Regular Air,Illinois,Illinois,60060,6,0.06,1,12,0.38,5322.14,3,22079.47,13.99,1938.02
TN,Franklin,Toby Carlisle,Home Office,14-Oct-14,14-Oct-14,51300,Medium,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,South,7192,16-Oct-14,Regular Air,Tennessee,Tennessee,37064,7,0.09,1,43,0.52,30.76,5,344.24,1.99,8.33
FL,Coral Springs,Henry Goldwyn,Small Business,15-Oct-14,15-Oct-14,9124,Low,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,South,1256,15-Oct-14,Regular Air,Florida,Florida,33065,8.5,0.04,1,17,0.74,-0.840000000,8,2637.78,6.5,152.48
FL,Kissimmee,Troy Blackwell,Home Office,15-Oct-14,15-Oct-14,2657,High,Technology,Small Box,i270,Telephones and Communication,South,385,16-Oct-14,Regular Air,Florida,Florida,34741,8.5,0.02,1,37,0.55,464.355,8,2143.2155,8.99,65.99
FL,Kissimmee,Troy Blackwell,Home Office,15-Oct-14,15-Oct-14,2657,High,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,South,384,17-Oct-14,Delivery Truck,Florida,Florida,34741,8.5,0.05,1,30,0.59,2108.8,8,8316.76,23.19,279.81
FL,Coral Springs,Henry Goldwyn,Small Business,15-Oct-14,15-Oct-14,9124,Low,Office Supplies,Small Box,Xerox 1926,Paper,South,1257,20-Oct-14,Regular Air,Florida,Florida,33065,8.5,0.01,1,29,0.38,-118.56,8,157.4,7.28,4.98
IL,East Saint Louis,Jamie Kunitz,Corporate,16-Oct-14,16-Oct-14,33734,Not Specified,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,Central,4746,17-Oct-14,Regular Air,Illinois,Illinois,62205,6,0.05,1,13,0.38,106.53,3,371.94,4.86,29.14
FL,Fort Pierce,Mick Crebagga,Home Office,16-Oct-14,16-Oct-14,47075,Medium,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,South,6614,18-Oct-14,Delivery Truck,Florida,Florida,34982,8.5,0.05,1,42,0.62,10.22,8,4346.98,35.84,100.98
LA,Lafayette,Nona Balk,Corporate,16-Oct-14,16-Oct-14,1666,Critical,Office Supplies,Small Box,GBC ProClick™ 150 Presentation Binding System,Binders and Binder Accessories,South,245,18-Oct-14,Express Air,Louisiana,Louisiana,70506,5.5,0.09,1,19,0.38,1996.6755,6,5642.18,19.99,315.98
AR,Searcy,Deborah Brumfield,Small Business,17-Oct-14,17-Oct-14,27363,Medium,Furniture,Small Pack,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,South,3838,18-Oct-14,Regular Air,Arkansas,Arkansas,72143,6,0.06,1,16,0.49,98.34,5,323.26,6.67,20.24
TX,Houston,Mike Caudle,Corporate,17-Oct-14,17-Oct-14,35110,High,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,Central,4935,18-Oct-14,Regular Air,Texas,Texas,77036,4,0.01,1,14,0.38,5065.507,7,12805.25,19.99,896.99
MA,Lawrence,Berenike Kampe,Corporate,17-Oct-14,17-Oct-14,11271,High,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,East,1564,19-Oct-14,Regular Air,Massachusetts,MA,01840,10.5,0,1,46,0.56,-115.8,2,157.87,3.97,3.28
CA,Ontario,Deborah Brumfield,Small Business,17-Oct-14,17-Oct-14,27363,Medium,Office Supplies,Large Box,Tennsco Regal Shelving Units,Storage & Organization,West,3837,19-Oct-14,Regular Air,California,California,91761,2,0.07,1,6,0.82,-265.62,5,646.14,35,101.41
TX,Houston,Mike Caudle,Corporate,17-Oct-14,17-Oct-14,35110,High,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,Central,4936,19-Oct-14,Regular Air,Texas,Texas,77036,4,0.02,1,49,0.5,485.95,7,1435.32,1.99,29.89
AR,Russellville,Logan Currie,Small Business,18-Oct-14,18-Oct-14,31777,Not Specified,Office Supplies,Small Box,Xerox 1881,Paper,South,4457,18-Oct-14,Regular Air,Arkansas,Arkansas,72801,6,0.01,1,10,0.38,1.85,5,137.77,6.47,12.28
WA,Bellevue,Raymond Book,Consumer,18-Oct-14,18-Oct-14,13126,Not Specified,Technology,Large Box,Canon PC1080F Personal Copier,Copiers and Fax,West,1831,19-Oct-14,Regular Air,Washington,Washington,98006,1.5,0.07,1,43,0.5,6492.667,2,24233.54,24.49,599.99
WA,Bellingham,Raymond Book,Consumer,18-Oct-14,18-Oct-14,13126,Not Specified,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,West,1833,20-Oct-14,Delivery Truck,Washington,Washington,98226,1.5,0.02,1,2,0.74,-301.73,2,380.62,29.21,179.29
WA,Bellingham,Raymond Book,Consumer,18-Oct-14,18-Oct-14,13126,Not Specified,Furniture,Jumbo Drum,Global Deluxe High-Back Office Chair in Storm,Chairs & Chairmats,West,1832,20-Oct-14,Delivery Truck,Washington,Washington,98226,1.5,0.02,1,45,0.76,114.46,2,6325.65,28.63,135.99
AR,Russellville,Logan Currie,Small Business,18-Oct-14,18-Oct-14,31777,Not Specified,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,South,4456,20-Oct-14,Delivery Truck,Arkansas,Arkansas,72801,6,0.07,1,32,0.58,1590.95,5,6483.42,23.76,200.98
PA,Hermitage,Steven Roelle,Small Business,19-Oct-14,19-Oct-14,37891,High,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,East,5332,19-Oct-14,Delivery Truck,Pennsylvania,Pennsylvania,16148,9,0.02,1,4,0.61,-627.641157,3,1135.64,66.67,259.71
MN,Brooklyn Center,Matt Abelman,Home Office,19-Oct-14,19-Oct-14,29158,High,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,Central,4090,20-Oct-14,Delivery Truck,Minnesota,Minnesota,55429,4.5,0.07,1,12,0.58,180.8,2,2266.7,23.76,200.98
NY,Franklin Square,Jasper Cacioppo,Home Office,19-Oct-14,19-Oct-14,18532,Not Specified,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",East,2566,20-Oct-14,Regular Air,New York,New York,11010,9.5,0.09,1,29,0.55,-146.24,2,230.77,7.77,8.45
NY,Depew,Sarah Brown,Consumer,19-Oct-14,19-Oct-14,55744,Critical,Technology,Small Pack,Accessory15,Telephones and Communication,East,7789,20-Oct-14,Regular Air,New York,New York,14043,9.5,0.02,1,23,0.83,-44.132,2,415.055,0.99,20.99
